0,4,202030247,L.EIC011,2LEIC12,2LEIC11
1,3,202030247,L.EIC014,L.EIC013,2LEIC01
2,4,202030247,L.EIC013,2LEIC01,2LEIC03
3,3,202030247,L.EIC013,L.EIC014,2LEIC01
4,4,202030247,L.EIC011,2LEIC11,2LEIC12
